Supplier Code,Product ID #,Product Name,Product Description,Imprint Size,Color Name,Color Value,Inventory Level,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code
zingmfg,02002-01,Affinity Ballpoint Pen,"Getting your brand in front of customers is simple with this promotional writing
tool! The Affinity Ballpoint Pen is constructed of brass and features a
twist-action mechanism with matte color upper barrel and shiny chrome lower
barrel. This pen is mid-weight which feels great in your hands. We offer an
optional upgrade to our signature Triangle Gift box, for holiday or appreciation
gifts. Use our customization methods and add a brand name, logo or marketing
message. Reach potential clients far and wide the next time you give this
product away at your next event! Additional decoration charges may apply.
Additional decoration charges may apply.",,,,,12,49,5.18,,50,99,3.76,,100,249,3.59,,250,500,3.4,
zingmfg,02039-01-00,SILVER,SILVER,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02041-01,Stylus USB Pen,"Get the most from your favorite electronic device with these 3-in-1 tools with a
ballpoint pen, touchscreen stylus point and 8GB USB flash drive storage -- all
with a handy pocket clip. Store and trade music, landing pages and other
multimedia presentations. Choose from five cool colors and add your
organizational or company logo, emblem or message to create a bold branded gift
or giveaway that's sure to resonate with your tech-savvy customers and
supporters. Additional decoration charges may apply. Additional decoration
charges may apply.",,,,,12,49,11.9,,50,99,9.59,,100,249,9,,250,500,8.41,
zingmfg,02041-01-01,BLACK,BLACK,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02041-01-03,BURGUNDY,BURGUNDY,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02041-01-00,SILVER,SILVER,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02042-01,Circuit Ballpoint Pen,"Looking for elegance on a budget? Check out the Circuit Ballpoint Pen, a
retractable push-action with chrome-plated circuits that accentuates its
comfortable barrel. Each one comes in the option of nine different color options
for you to choose from. This pen writes super smooth, never clumps and is sure
to become a favorite in your collection! Best of all, we offer imprinting
options. so you can decorate this item using your company's logo, name or
messaging. It's a smart way to get your brand to the next level. Additional
decoration charges may apply. Additional decoration charges may apply.",,,,,12,49,1.98,,50,99,1.58,,100,249,1.35,,250,500,1.22,
zingmfg,02042-01-01,BLACK,BLACK,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02042-01-02,BLUE,BLUE,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02042-01-03,BURGUNDY,BURGUNDY,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02042-01-04,GOLD,GOLD,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02042-01-05,GREEN,GREEN,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02042-01-24,GUNMETAL,GUNMETAL,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02042-01-06,ORANGE,ORANGE,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02042-01-08,PURPLE,PURPLE,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02042-01-09,RED,RED,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02042-01-00,SILVER,SILVER,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02043-01,Mark It Click Action Pen,"Impress with just a press! For your next brainstorm session, reach for this Mark
It Click Action Pen, a lightweight pen with black aluminum barrel and black
accents, packaged in a velvet sleeve. Simply click its top to reveal smooth,
never-clumpy ink that glides on the page for efficient note taking. Expand your
brand beyond your hand! Use our imprinting process to showcase your company's
logo, slogan or trademark, so you can get your name out there to potential
customers. An easy, yet practical gift for your next tradeshow! Additional
decoration charges may apply. Additional decoration charges may apply.",,,,,12,49,3.07,,50,99,2.41,,100,249,1.95,,250,500,1.54,
zingmfg,02043-01-01,BLACK,BLACK,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02044-01,EZ FLOW Twist Action Pen,"Twist and shout! Celebrate your successful business with a promotional item that
writes itself with this EZ FLOW Twist Action Pen, a pen that with just a quick
twist reveals quality ballpoint ink packed inside a velvet sleeve. Each one is
designed for an optimal writing experience so you can quickly jot notes,
brainstorm ideas smoothly and efficiently. Featuring fast-drying ink, this
writing tool will sure to be a favorite. Best of all, its barrel allows for
larger engraving compared to standard pens. Simply add your company's logo,
slogan or message. Perfect for getting the word out about your business!
Additional decoration charges may apply. Additional decoration charges may
apply.",,,,,12,49,5.64,,50,99,4.95,,100,249,4.38,,250,500,4.05,
zingmfg,02044-01-01,BLACK,BLACK,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02045-01,Presidential Pen,"Hail to the Chief! Feel presidential at your next meeting or breakout session
with this Presidential Pen. This spring loaded twist-action pen has a
heavyweight look and feel with a price that's kind to your budget and bottom
line. A pen that will help you make your mark and has smooth writing ink. Make
an executive decision. Try out our imprinting methods to create an official
promotional item with your logo, slogan or symbol. Gift to office employees or
new/ existing customers to get them excited about doing business with you.
Additional decoration charges may apply. Additional decoration charges may
apply.",,,,,12,49,9.69,,50,99,8.87,,100,249,8.34,,250,500,8.14,
zingmfg,02045-01-24,GUN METAL,GUN METAL,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02046-01,Circuit Mechanical Pencil,"If you're on a budget but don't want to compromise on elegance and quality, you
need the Circuit Mechanical Pencil. Featuring the same design as our Circuit
Ballpoint Pen, this lightweight pencil is available in multiple gleaming colors.
Features include chrome accents at the tip, above the finger grip, and end cap
help set off your custom-engraved brand and logo on the upper barrel. Additional
decoration charges may apply. Additional decoration charges may apply.",,,,,12,49,2.25,,50,99,1.71,,100,249,1.59,,250,500,1.44,
zingmfg,02046-01-01,BLACK,BLACK,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02046-01-02,BLUE,BLUE,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02046-01-03,BURGUNDY,BURGUNDY,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02046-01-04,GOLD,GOLD,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02046-01-05,GREEN,GREEN,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02046-01-24,GUNMETAL,GUNMETAL,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02046-01-08,PURPLE,PURPLE,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02046-01-09,RED,RED,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02046-01-00,SILVER,SILVER,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02047-01,The Gripper Click-Action Stylus Pen,"Get a grip on your next promotional event and check out the Gripper Click-Action
Stylus Ballpoint Pen pen with comfortable rubber grip, available in many vibrant
colors. Each features chrome accents and a black rubber stylus and end cap. The
stylus makes it easier for you to use all kinds of touchscreen devices. Best of
all, we offer custom barrel engravings with your logo, slogan, or messaging. An
easy and useful item customers will appreciate and use. A smart way to get your
brand to the next level with a high-quality product. Additional decoration
charges may apply. Additional decoration charges may apply.",,,,,12,49,2.97,,50,99,2.31,,100,249,1.88,,250,500,1.48,
zingmfg,02047-01-01,BLACK,BLACK,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02047-01-02,BLUE,BLUE,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02047-01-03,BURGUNDY,BURGUNDY,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02047-01-05,GREEN,GREEN,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02047-01-28,GREY,GREY,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02047-01-06,ORANGE,ORANGE,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02047-01-07,PINK,PINK,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02047-01-08,PURPLE,PURPLE,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02047-01-09,RED,RED,,0,,,,,,,,,,,,,,,,,,,,
zingmfg,02048-01,Gunmetal Rollerball Pen,"Shots fired! Show customers your company means serious business with this solid
5.75"""" gunmetal rollerball pen with a handsome finish, removable cap and pocket
clip -- all in a handsome pouch suitable for display and giving. Make your mark
at your next marketing or social activity when you take advantage of our
signature imprinting methods to showcase your logo, slogan or marketing message
on this solidly designed pen. An easy handout for your next event. Additional
decoration charges may apply. Additional decoration charges may apply.",,,,,12,49,9.07,,50,99,7.58,,100,249,7.09,,250,500,6.49,
zingmfg,02048-01-24,GUNMETAL,GUNMETAL,,0,,,,,,,,,,,,,,,,,,,,
